id2,body,Is_English,like_count
459,@duolingo $DUOL back to 540 wen?,1,0
460,@duolingo Does Duolingo offer AI class?,1,0
461,"@duolingo Add content for reading financial statements, understanding companies, and investing",1,0
462,@duolingo say ragebait in spanish,1,0
463,@duolingo yeah sorry bird but your shit going to 0,1,0
464,@duolingo prediction market wen?,1,0
465,@duolingo I think I need a course in investing.,1,0
466,@duolingo 😂😂,1,0
467,"@duolingo It's over, buddy.",1,0
468,@duolingo 😂,1,0
469,"@duolingo Are y’all looking at other education verticals such as aviation, physics, etc?",1,0
470,@duolingo https://t.co/xuxJqQXF2c,1,0
472,@duolingo $DUOL not messing around,1,0
473,@duolingo Trust the process of Duolingoooo,1,0
474,@duolingo Good luck 🫡,1,0
475,@duolingo 🤣🤣🤣,1,0
476,"@duolingo Great social media content again. During Q3 EC social media engagement was mentioned as likely contributor to DAU and MAU growth. While I think this could be true, I’m happy to see management’s focus on product first. Nothing is easier to market than a product that sells itself. https://t.co/f4fPzHLkHc",1,0
477,@duolingo Almost every chess player uses https://t.co/PUKpyRThES,1,0
478,@duolingo Return Connection to people,1,0
479,"@duolingo Bring back the cool videos, or lose all the kids!",1,0
480,"@duolingo Duolingo can also teach physics!!!!! Please add physics lessons, from beginner to advanced level. 💪🏻💪🏻🌠🌠🧠⚡👨🏻‍🔬⚗️🧪🎯🙌🏻🙌🏻🧲📏📐🎓",1,0
481,"@duolingo Side-view avatars render distorted in leagues/posts for over a month. Editor view is normal but server version isn’t. Multiple emails, only automated replies. Is this intended?",1,0
482,@duolingo Dawg they’re COOKING you in short interest,1,0
483,@duolingo Ahahaha dead owl shorting to the ground,1,0
484,@duolingo When are we getting it on pc?,1,0
485,@duolingo Now I’m learning to play chess,1,0
486,@duolingo no one uses duolingo for chess 🥀,1,0
487,@duolingo It was too easy for me. https://t.co/0lzocuMnVD,1,0
488,@duolingo The profile pic is to match the stock performance? 🎭,1,0
489,@duolingo Can you make a lesson on how to do Technical Analysis on stock charts? 🥲,1,0
490,"@duolingo I heard your stocks crashed, what happens?",1,0
492,"@duolingo MY WEEKLY FRIENDS QUEST WAS REVERTED BACK TO INCOMPLETE EVEN THOUGH I FINISHED IT 

YESTERDAY, AND THE POINTS FROM IT DISAPPEARED. CAN YOU HELP ME TO BRING THEM BACK   WHERE IS YOUR CUSTOMER SERVICE???",1,0
493,"@duolingo Dear Duolingo Support Team,
​I am writing to request a full refund of 998 RMB for an automatic membership renewal that occurred on February 9, 2026, on my account (User ID: eicbiohvfe). This purchase was unintended.",1,0
495,@duolingo Take that Mr Beast,1,2
497,@duolingo Nobody can steal her from me https://t.co/K9FLfTQFct,1,8
498,@duolingo @duolingo Language is a bridge to culture! Kurdish (Sorani) is spoken by millions but lacks accessible learning platforms. It's time to add it to your courses and break the barrier! 🌍📚 #DuolingoSorani #KurdishLanguage,1,6
499,"@duolingo ""Kurdish (Sorani) is spoken by millions and carrie

@duolingo Language is a bridge to culture! Kurdish (Sorani) is spoken by millions but lacks accessible learning platforms. It's time to add it to your courses and break the barrier! 🌍📚 #DuolingoSorani #KurdishLanguage",1,4
500,"@duolingo ""Kurdish (Sorani) is spoken by millions and carries a rich history. It’s time to see it on Duolingo! 🦉✨ Please add Sorani to your courses. Let's make language learning more inclusive! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo",1,4
501,"@duolingo We need Kurdish (Sorani) on Duolingo!
Over 8 million speakers and a beautiful culture waiting to be shared. Please make it happen!
#DuolingoKurdish #SoraniOnDuolingo
#LearnKurdish",1,3
502,@duolingo #add_kurdish_sorani_for_the_app,1,3
503,"@duolingo Kurdish (Sorani) is spoken by millions and carries a rich history. It's time to see it on Duolingo! Please add Sorani to your courses. Let's make language learning more inclusive! #DuolingoKurdish

#SoraniOnDuolingo",1,3
504,"@duolingo ""Kurdish (Sorani) is spoken by millions and carries a rich history. It’s time to see it on Duolingo! 🦉✨ Please add Sorani to your courses. Let's make language learning more inclusive! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo""",1,3
505,@duolingo @duolingo Language is a bridge to culture! Kurdish (Sorani) is spoken by millions but lacks accessible learning platforms. It's time to add it to your courses and break the barrier! 🌍📚 #DuolingoSorani #KurdishLanguage,1,2
506,"@duolingo Kurdish (Sorani) is spoken by millions and carries a rich history. It's time to see it on Duolingo! Please add Sorani to your courses. Let's make language learning more inclusive! #DuolingoKurdish #SoraniOnDuolingo""",1,2
507,"@duolingo Please add kurdish to your courses. 
Kurdish is spoken by nearly 40 million people and there are even more people who are interested in learning it.",1,2
508,"@duolingo @duolingo I lost my streak as I wasn't
able to practice due to personal circumstances. I wasn't offered a streak repair when I did a lesson today. Can you help me repair my streak please, I was almost at 521 days. My username is @satoruy...  app. 🙏😭 please",1,1
509,@duolingo Please add Kurdish (Sorani) to Duolingo! The Kurdish community and learners worldwide are eagerly waiting for it. 🦉🤝 #DuolingoKurdish #Sorani,1,1
510,@duolingo Kurdish (Sorani) is spoken by millions and carries a rich history. It’s time to see it on Duolingo! 🦉✨ Please add Sorani to your courses. Let's make language learning more inclusive! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo,1,1
511,@duolingo @duolingo Language is a bridge to culture! Kurdish (Sorani) is spoken by millions but lacks accessible learning platforms. It's time to add it to your courses and break the barrier! 🌍📚 #DuolingoSorani #KurdishLanguage,1,1
512,"@duolingo We need Kurdish (Sorani) on Duolingo!

Over 8 million speakers and a beautiful culture waiting to be shared. Please make it happen! #DuolingoKurdish #SoraniOnDuolingo #LearnKurdish",1,1
513,@duolingo @duolingo Language is a bridge to culture! Kurdish (Sorani) is spoken by millions but lacks accessible learning platforms. It's time to add it to your courses and break the barrier! 🌍📚 #DuolingoSorani #KurdishLanguage,1,1
514,@duolingo Kurdish (Sorani) is spoken by millions and carries a rich history. It’s time to see it on Duolingo! 🦉✨ Please add Sorani to your courses. Let's make language learning more inclusive! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo,1,1
515,@duolingo Please add Kurdish (Sorani) to Duolingo! The Kurdish community and learners worldwide are eagerly waiting for it. 🦉🤝 #DuolingoKurdish #Sorani,1,1
516,@duolingo Kurdish (Sorani) is spoken by millions and carries a rich history. It’s time to see it on Duolingo! 🦉✨ Please add Sorani to your courses. Let's make language learning more inclusive! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo,1,1
517,@duolingo We  need Kurdish (Sorani) on Duolingo! 🦉✨ Over 8 million speakers and a beautiful culture waiting to be shared. Please make it happen! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo #LearnKurdish,1,1
518,"@duolingo With over 70 million Kurds worldwide, Kurdish (Sorani) is a major language spoken by more than 8 million people. It is an official language of the Kurdistan Region and a key part of our cultural identity. ☀️ It's time for @duolingo to recognize this and add Sorani to its courses!",1,1
519,@duolingo Please add Kurdish (Sorani) to Duolingo! The Kurdish community and learners worldwide are eagerly waiting for it. 🦉🤝 #DuolingoKurdish #Sorani,1,1
520,@duolingo Kurdish (Sorani) is spoken by millions and carries a rich history. It’s time to see it on Duolingo! 🦉✨ Please add Sorani to your courses. Let's make language learning more inclusive! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo,1,1
521,@duolingo @duolingo Language is a bridge to culture! Kurdish (Sorani) is spoken by millions but lacks accessible learning platforms. It's time to add it to your courses and break the barrier! 🌍📚 #DuolingoSorani #KurdishLanguage,1,1
522,@duolingo Day 33 of trying to get your attention - can someone please help me fix my account? I can’t add friends. No one will respond to me. 😭,1,1
523,"@duolingo hey @duolingo  can you please save my 370 day+ streak? my dad took my phone to a repair shop on tuesday, they still havent given it back, my username is unsubyt, i have a bald avatar with a white shirt and pink background",1,1
524,"@duolingo Duolingo started with languages… now math, music, chess…
programming is next. I’m calling it.",1,1
525,@duolingo @chesscom is this true,1,1
526,@duolingo Why can’t you have an incel-language course on Duolingo?,1,1
527,@duolingo consider her stolen then lol,1,0
528,@duolingo your job is to steal my will to live at 11pm on a tuesday,1,0
529,@duolingo And the other 28383 genders?,1,0
530,@duolingo There you go again acting parakeet you’re gonna sit there and tell me that’s concrete baybee? I’ve already done more than enough for several lifetimes over in terms of making myself this hot and now you’re gonna throw this at me? https://t.co/BSRlI8SZWn,1,0
531,"@duolingo 您好，我並無意訂閱你們的會員方案，當時候是寫免費試用七天，且你們「承諾」到期前三天會通知，但你們並無通知！就直接進行的扣款$5000！我是一個學生，這是我所有的生活費，今天收到帳單才發現被扣款，要求你們立刻退款！
以下是我的帳號及我的信箱！麻煩立刻處理！",1,0
532,@duolingo Please add Kurdish (Sorani) to Duolingo! The Kurdish community and learners worldwide are eagerly waiting for it. 🦉🤝 #DuolingoKurdish #Sorani,1,0
533,@duolingo We  need Kurdish (Sorani) on Duolingo! 🦉✨ Over 8 million speakers and a beautiful culture waiting to be shared. Please make it happen! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo #LearnKurdish,1,0
534,"@duolingo @duolingo Hi, I need help recovering my son's account VICENTE514476.

Active Super subscription, Apple receipt, but login creates a new empty account.

My son is 6 years old, autistic, and he had a 365+ day streak.
This is very important for him.

Can support please contact me?",1,0
535,"@duolingo ""Kurdish (Sorani) is spoken by millions and carrie

@duolingo Language is a bridge to culture! Kurdish (Sorani) is spoken by millions but lacks accessible learning platforms. It's time to add it to your courses and break the barrier!

#DuolingoSorani #KurdishLanguage",1,0
536,"@duolingo Duolingo, can you restore my friend streak with my friend? I didn’t have enough time to do it yesterday.
The usernames are jesushi123 and daisycorre18",1,0
537,"@duolingo Hello 👋 

I just built a retention engine that fights churn on a 11% performance-only basis.

No save = no fee. DM me 'CHURN' if you want to plug your revenue leaks this week. 🛠️",1,0
538,@duolingo No way,1,0
539,@duolingo @duolingo Can you please restore my streak?,1,0
540,@duolingo Duo lives in fantacy world.,1,0
541,@duolingo Hi @duolingo my daughter’s 900+ day streak disappeared even though I completed my lesson. I’ve submitted a bug report but haven’t heard back. Could you please help restore it? This streak means a lot to her. Username: 001037.a85,1,0
542,@duolingo do a stock buyback ffs... you have a ton of cash and the stock is cheap as fk,1,0
543,@duolingo Idiotic annoying animation in the app is the reason I just deleted it. Good bye.,1,0
545,"@duolingo The app should allow users to skip exercises that don't appear for them at that moment. It should also have a help center within the app itself, especially if they intend to charge for the service.",1,0
546,"@duolingo Hey there, the Internet has been shutdown again for over 300 hours in Iran!
Could you do the thing so our friends over there won't lose their streaks please?
https://t.co/urNJGxAxhD",1,0
547,"@duolingo We need Kurdish (Sorani) on Duolingo!
Over 8 million speakers and a beautiful culture waiting to be shared. Please make it happen!
#DuolingoKurdish #SoraniOnDuolingo
#LearnKurdish",1,0
549,@duolingo Take the queen and then sac it save a rook...,1,0
550,@duolingo Could you link me a url to delete my data from your service cause apparently it's been leaked in 2023 because you don't follow GDPR laws?,1,0
552,@duolingo @duolingo hey there Duolingo max isn't showing the roleplay feature on Android for some reason,1,0
553,@duolingo What setting can I use to turn off the stupid owl makes faces at me?  I have a job and don't need annoyed looks at me when I look at my phone.,1,0
554,@duolingo Idk as a chess player this shit is not true. lmaoo.,1,0
555,"@duolingo Plays chess poorly counts, right?",1,0
556,"@duolingo you never played chess in your life, have you.",1,0
557,"@duolingo Duolingo’da görüntülü konuşma özelliğinde, yavaş ve net konuşmama rağmen bazı kelimelerimi algılayamıyor. Bilginiz olsun. @duolingo
İn Duolingo’s video speaking feature, it sometimes fails to recognize some of my words even when I speak slowly and clearly. Just so you know.",1,0
558,@duolingo It's funny because it's true.,1,0
559,@duolingo Please add language Kurdish sorani,1,2
560,@duolingo We need Kurdish (Sorani) on Duolingo! 🦉✨ Over 8 million speakers and a beautiful culture waiting to be shared. Please make it happen! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo #LearnKurdish,1,1
561,"@duolingo @duolingo

​""Kurdish (Sorani) is spoken by millions and carries a rich history. It’s time to see it on Duolingo! 🦉✨ Please add Sorani to your courses. Let's make language learning more inclusive! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo""",1,1
562,"@duolingo ""Kurdish (Sorani) is spoken by millions and carries a rich history. It’s time to see it on Duolingo! 🦉✨ Please add Sorani to your courses. Let's make language learning more inclusive! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo""",1,1
563,@duolingo We need Kurdish (Sorani) on Duolingo! 🦉✨ Over 8 million speakers and a beautiful culture waiting to be shared. Please make it happen! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo #LearnKurdish,1,1
564,@duolingo We need Kurdish (Sorani) on Duolingo! 🦉✨ Over 8 million speakers and a beautiful culture waiting to be shared. Please make it happen! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo #LearnKurdish,1,1
565,@duolingo They are grandmasters figuring out all your moves… and at the end they put you in check https://t.co/oyAPuAQQN6,1,0
566,"@duolingo Please help us in returning heesung back to enhypen please share this with us 😔❤️
#enhypen_heeseung 
#enhypen_is_seven
#enhypen_is_seven_forever
#enhypen_is_7 https://t.co/rw3VrgJxYz",1,0
567,@duolingo We need Kurdish (Sorani) on Duolingo! 🦉✨ Over 8 million speakers and a beautiful culture waiting to be shared. Please make it happen! 💚☀️❤️ #DuolingoKurdish #SoraniOnDuolingo #LearnKurdish,1,0
569,@duolingo duolingo said miss a lesson? checkmate.,1,0
570,"@duolingo AI hasn’t killed the bird yet? 

How do you do it?!",1,0
571,"@duolingo Stop changing the app, like you DO NOT give us enough energy and now the legendary lessons take energy too, c'mon",1,4
572,@duolingo Don't use my line to hit a girl 😂,1,1
573,@duolingo How about you actually teach chess instead of stalemating half the time and periodically going beast mode? Haven't learned a new thing in a lesson for weeks.,1,1
574,"@duolingo No, Lorde, don’t! You’ll get ‘win a chess match’ (objectively an F− tier quest) as a gold-tier quest all the damn time!",1,0
575,@duolingo I have won but look today I am getting this error Oscar gave me checkmate and that is not true I have won In fact that is why in the first paragraph at the top it says Enjoy your victory and at the bottom it says something like Oscar gave yo checkmate That is why this is an error https://t.co/XjcpG1l0Uw,1,0
576,"@duolingo Eunoia, beautiful thinking, a well mind. (The opposite of paranoia (Also the shortest word containing all five vowels)) @MerriamWebster https://t.co/N8wGN7F22U",1,0
577,@duolingo @duolingo Chess is a cruel joke. It doesn’t teach you chess. That’s for sure:,1,0
578,@duolingo Why can't I invite my friends play chess with me from android but they can invite me from ios? So annoying,1,0
579,@duolingo @duolingo 您好，我並無意訂閱你們的會員家庭方案，當時候是寫免費試用七天，且你們「承諾」到期前三天會通知，但你們並無通知！就直接進行的扣款$5000！你們這是在詐騙學生的生活費！請問我要怎麼活？今天收到帳單才發現被扣款，要求你們立刻退款！,1,0
580,"@duolingo duo can u bring back heeseung please? 

LET ENHYPEN CREATE 
#PROTECT_OUR_SEVEN
#LET_ENHYPEN_CREATE",1,0
581,"@duolingo Duo, when are you adding persian (farsi) to the courses?",1,0
582,@duolingo Can we PLEASE get an option to turn sound off the stupid chess comments? I like listening to podcasts at the same time,1,0
583,@duolingo Hi Duolingo. Do you think it is possible to return tu Oscar voice in chess? It is very sophisticated. Thank you!,1,1
584,"@duolingo Can I suggest holding a world chess championship, which would greatly incentivize participation, and perhaps even charge a small entry fee?

It could start online,with a final in-person championship among the world's best players and a cash prize. 

This would be fantastic.
$DUOL",1,0
586,https://t.co/E5WmnZM1ds,1,69
587,https://t.co/EwjtJ9MKmO,1,75
588,https://t.co/KvUQmnBTVZ,1,132
590,@duolingo the bear's name is falstaff?,1,7
592,@duolingo Can we get these cards fr too? 👀,1,0
593,"@TheRealCiandria If you're at @NY_Comic_Con, you can!",1,4
594,@duolingo Can western companies stop trying to mimic anime? You retards dont know how to do it and it always looks like ass. Thanks.,1,7
595,@duolingo Just hit by Cyber truck 😭 https://t.co/6WJNAdKEAZ,1,4
597,"@duolingo “anime series” 

Just call it an animated series…bruh",1,3
598,"@duolingo Please help me reset my streak duo 😭
I’m even scared to look at the bird now",1,1
599,@duolingo Change the system back to hearts,1,1
600,@duolingo Falstaff’s fun fact is that he’s a bear? lmao,1,0
601,@duolingo 🤯🤭,1,0
602,"@duolingo Hi, dearDuolingo! 💚I had a streak 1800+ days in May 2025. Then I had severe depression and I couldn't do my usual things, so I lost my results... Could you please, just once, return my previous mode 🙏My profile is knopo4ka27",1,0
603,@duolingo Not Junior faking rabies https://t.co/DxVtfOWcsl,1,0
606,"@duolingo Ah yes, we all remember when you got hit by a cybertruck",1,0
607,"@duolingo Hey Duo! I am user and Super member.
Due to sickness, I just lost my 365 day streak. I really valued it to keep me motivated and would hate to lose it. I really really like this app and so grateful for the all. Please help me!!! 😭😭😭Account:ZHILINLI9",1,0
608,@duolingo my cousin mistakenly paid for 1 year subscription on my phone and I can’t afford to lose that amount right now please how can I get refunded ?,1,0
609,@duolingo @MakeItAQuote,1,0
610,"@duolingo Stay focused, we are still learning, stay focused...",1,0
611,"@duolingo Helloooo Duolingo, I'm appealing to have my streaks restored 🥲😟🥺
I couldn't practice because of a bad phone but prior to that, I've had a perfect streak for 10weeks in a row....
Please pleasee, I'll really appreciate it 
Thanks in advance 🙏🏽 https://t.co/UtYn2xRZD8",1,0
612,@duolingo Wait what??? Is this why you were at #NYCC2025 ? I was wondering  what was up with the anime theme merch,1,0
613,@duolingo I wish i was a little further down the line so I could read the kanji! But it's fun to recognize snippets allready!,1,0
614,@duolingo The helly?,1,0
618,"@duolingo Please help me.😭
Why can't we invite five people?@duolingo https://t.co/3AeVFrDsbf",1,0
619,@duolingo where are the cards of the remaining two characters?,1,0
620,@duolingo https://t.co/FPYny6a5aX,1,0
621,@duolingo Shove energy up your ass and bring back hearts. Im quitting. You clowns suck.,1,0
623,@duolingo did we? https://t.co/FAUcUTilK3,1,27
624,@duolingo And a collab with @moonbirds ? 👀 https://t.co/lMW9BwhqlY,1,3
625,@duolingo Bullish on the green bird.,1,3
626,@duolingo I bet GTA 6 will be released before you fix the app or reply to emails,1,74
627,@duolingo Another full year of “We got ___ before GTA 6” https://t.co/r9iazMQZii,1,35
628,@duolingo Bring back hearts,1,25
629,@duolingo Turn back the heart system before GTA 6,1,15
630,@duolingo Everything will happen before GTA 6 https://t.co/HUG1GN1x1j,1,10
631,@duolingo Hey sooo removing hearts and replacing with energy absolutely destroyed my progress. I even made it to Diamond League because I was advancing so well before. Just wanted to say your app now sucks and to please return the hearts system,1,11
632,@duolingo Fix the fucking Heart system. You greedy douchebags,1,9
633,@duolingo i forgot to silence you,1,6
634,@duolingo a 5 minutes long anime,1,4
635,@duolingo Duo fall off before gta 6,1,3
636,@duolingo https://t.co/IvlUcspdHC,1,3
637,@duolingo Bring back the flipping hearts!,1,3
638,@duolingo 💕 https://t.co/MVc6REFGgK,1,2
639,"@duolingo Fix the fucking mess you did with the app and AI slop instead of working on this useless and boring anime, you idiots!",1,2
640,@duolingo When are we getting vegan duolingo? 💚🌱,1,1
642,@duolingo no one even cares dude they have stuff to do like doing their work or doing something more important,1,1
643,@duolingo We got hot sexy jock Duo before GTA6,1,1
644,@duolingo app has become hot garbage!! a language learning app that punishes you for learning a language correctly?? Checks out :),1,1
645,@duolingo Collab with @Fortnite!,1,1
646,@duolingo That would be a nice tweet if it wasn't for you ruining the app by replacing Hearts with Energy. Bring Hearts back. We all know why you introduced Energy. It is to milk us dry. Hearts was the much better system. Everyone knows it.,1,1
647,@duolingo MAKE THESE LONGER THEYRE SO GOOD,1,0
648,@duolingo my brain is absolutely wired 💀,1,0
649,@duolingo 🤣,1,0
650,@duolingo This was inevitable though.,1,0
652,@duolingo Yo @tokopedia this bird is cosplaying as you again,1,0
653,@duolingo We got silksong before FREAKING GTA 6 😭,1,0
654,@duolingo 😂,1,0
655,"@duolingo Excuse me, wtf?",1,0
656,"@duolingo We also got the (fake) death of the Duolingo bird before GTA 6 

(no but what is it with this ""we got something before gta 6 thing?)",1,0
657,@duolingo Corniest piece of shit,1,0
658,"@duolingo @duolingo please your app is saying Im offline and I’ve tried various things yet it still says Im offline 
What can I do",1,0
659,@duolingo Yes yes yes yes,1,0
660,"@duolingo The joke of ""we got [place holder] before GTA 6"" is clearly over",1,0
661,@duolingo 👀⁉️,1,0
662,"@duolingo Gonna delete duolingo before gta iv bc of your shitty energy system and ""KI"" lessons.",1,0
663,@duolingo https://t.co/emjxrtUJD2,1,0
664,@duolingo Guys he ruined the meme pack your bags and go home.,1,0
665,@duolingo Duolingo can be anything at this point,1,0
666,@duolingo @Armandpineda,1,0
668,@duolingo Duo can you help me get my streak back please i lost it due to the internet blackout in my country 🙏😭,1,0
670,@duolingo Lol even Duolingo 🤣🤣,1,0
671,@duolingo https://t.co/8m5yJxxRWH,1,0
672,@duolingo 🤣🤣🤣,1,0
673,@duolingo Why you copying dawg?,1,0
675,@duolingo We got the energy system before GTA 6. https://t.co/QmStWlkNjR,1,0
676,@duolingo https://t.co/9QS2WmnByG,1,0
677,@duolingo https://t.co/fhMsQ6e97i,1,0
678,@duolingo Your updated spanish course is massively buggy and makes you repeat the same exact lesson 4+ times. Fix your app before you joke,1,0
679,"@duolingo Who cares? It's probably ai slop, too.",1,0
680,@duolingo @LOWENGRAY_  look what you put on my fyp,1,2
681,"@duolingo If you want to learn Spanish, I built a structured program that will actually help! Daily stories, vocab, audio — and there is a 14-day free trial if you want to try it!",1,0
683,@duolingo @TitmouseInc https://t.co/rjc8hTYw9d,1,1510
684,@duolingo @TitmouseInc boii this so heccin cursed 😂😂👌👌🅱️,1,669
685,@duolingo @TitmouseInc First spiritually israeli anime?,1,549
686,@duolingo @TitmouseInc have you considered to fix your app and remove all the ai bullshit that doesnt even help people learn at all,1,484
687,@duolingo @TitmouseInc https://t.co/tVtDzUnFod,1,393
688,@duolingo @TitmouseInc Fanboy if he was born normal https://t.co/TxRz8Z3kQu,1,336
689,@duolingo @TitmouseInc they promised us hoverboards and and jetpacks,1,1
690,"@duolingo @TitmouseInc Titmouse, if you delete this and instead release Mao Mao Season 2, I will forgive you! https://t.co/1U9rCMwJ38",1,112
691,@duolingo @TitmouseInc please unrelease ts dawg i dont wanna watch this also do you wanna explain why the studio is called TIT MOUSE🥹,1,116
692,@duolingo @TitmouseInc i hate everything you do i have never cracked even a smirk at one of your lame as fucking jokes i hope your ceo loses all his funding and the company gets bought by fucking nestle,1,90
693,@duolingo @TitmouseInc https://t.co/wmesDCuUxT,1,58
694,@duolingo @TitmouseInc this shit is probably so fucking funny in Topsy Turvy Land where we have remained stagnant culture-wise for 9 years,1,68
695,"@duolingo @TitmouseInc Go fuck yourself and your shitty ass ""anime""",1,59
696,@duolingo @TitmouseInc https://t.co/mjaNKqOLjL,1,57
697,@duolingo @TitmouseInc Do you think that one unfunny joke is going to distract us from the fact that you want to be “AI first”? We’re not idiots.,1,55
698,"@duolingo Remember when this owl was about actually teaching us different languages. Yeah, me too.",1,49
699,@duolingo @TitmouseInc You're a BUM and I will personally be there with a grill and some hotdogs when your overrated stink ass dead meme company falls under! https://t.co/dXamkUsAHM,1,47
700,@duolingo @TitmouseInc Why do you call it anime if it isn't made in Japan? https://t.co/LxLkdRa8UI,1,43
701,@duolingo @TitmouseInc How long of a Duolingo streak do I need to achieve for you to delete this?,1,38
703,@duolingo @TitmouseInc Duolingo is now an AI slop seeking credits to finish lessons. Stop sending me notifications. I’ll use you when I need,1,37
704,@duolingo @TitmouseInc we have an app that doesn't actually teach you the language,1,32
705,"@duolingo @TitmouseInc will the ""anime"" be made with ai instead of real human employees?",1,23
706,@duolingo @TitmouseInc Are we deadass? 💔💔,1,18
707,@duolingo @TitmouseInc in 2025 language apps will not actually teach you the language,1,14
708,@duolingo @TitmouseInc 😂😂😂 https://t.co/GP38UWQ9Gt,1,9
709,"@duolingo @TitmouseInc We’ll have learning apps that actually let you learn instead of punishing you for answering things correctly, in 2025.

2025: @duolingo",1,12
710,@duolingo @TitmouseInc Can you add more panty shots please,1,9
711,"@duolingo @TitmouseInc Lily: Me, my sisters and my human friend/Duolingo fan are excited for the anime. My human friend suffers with autism and says that I'm her favourite character and her emotional support buddy. Both on the app and off the app. She's my biggest fan. https://t.co/LTDhtdnjfJ",1,9
712,@duolingo @TitmouseInc fuck you,1,11
713,@duolingo @TitmouseInc Last Thursday was the last day I used Duolingo because of the woke things https://t.co/JawVNBkPKe,1,10
714,@duolingo @TitmouseInc https://t.co/nLxJntSf7W,1,9
716,@duolingo @TitmouseInc This look like shit,1,8
717,@duolingo @TitmouseInc i hope your company goes bankrupt,1,8
718,@duolingo @TitmouseInc this is so corny dude,1,6
720,@duolingo @TitmouseInc This shit is ugly as fuck,1,5
721,@duolingo @TitmouseInc In 2025 we should have gotten another new language to learn (I think but this is just my opinion),1,5
722,"@duolingo @TitmouseInc 2025
We have a shitty show that tries to be something it isn't instead",1,5
723,@duolingo @TitmouseInc Okay genuinely does anyone enjoy anything Duolingo posts? Like is there a real audience for this stuff or do they just post it for engagement bait?,1,4
724,@duolingo @TitmouseInc Will have flying duo in 2025 😊 https://t.co/1xfaxqPREh,1,4
725,"@duolingo @TitmouseInc Lol, ""energy"" is bullshit, worse update you ever did",1,3
726,"@duolingo @TitmouseInc Finally ripped off the bandaid and deleted Duolingo. 

The energy bar crap was enough to make me not want to learn a new language, but y’all clearly do not give a fuck anymore about anything.",1,3
727,"@duolingo @TitmouseInc Happy for you guys that you made a strong brand . Back to the core business though, how did my hearts get changed to battery without an update. Theres no way to replenish w/o gems on mine. No ads , pls help . The stories and listening shows can’t be sped thru and use up a lot",1,3
728,"@duolingo @TitmouseInc You're the most Israeli-coded language app on the entire market. Piss off, cvnts.",1,1
729,"@duolingo @TitmouseInc What a shock, the couple in today's Spanish lesson were lesbians.
On behalf of all the straight people could we have just ONE straight relationship, is that too much to ask?",1,3
730,"@duolingo @TitmouseInc I'm glad this is what you are spending your money on instead of continuing beloved language programs including ones that were provided graciously by governments (ex. Welsh). 

This hot memes and garbage AI models are def worth it huh?",1,3
731,@duolingo @TitmouseInc yall fr are too funny 🤣🤣,1,2
732,@duolingo @TitmouseInc Well I don't love flying cars so..,1,2
733,@duolingo @TitmouseInc This makes me wanna kill my parents.,1,2
734,@duolingo @TitmouseInc https://t.co/BhucHXFS99,1,2
735,@duolingo @TitmouseInc can't forget the time you dumped real workers to use AI and completely ruined everything from branding to your actual purpose; letting us learn,1,2
736,@duolingo @TitmouseInc https://t.co/P5KTvm1if1,1,2
737,@duolingo @TitmouseInc worst anime oat,1,2
738,"@duolingo @TitmouseInc I think people should start cancelling more Duolingo subscriptions just to see what happens next, what ad campaign is this fuckass company gonna do next?",1,2
739,@duolingo @TitmouseInc Please improve the energy system or bring back the hearts system.,1,2
740,@duolingo @TitmouseInc @duolingo Así no😑 quiero la anterior 😔 https://t.co/x2U8HlusE8,1,2
741,"@duolingo @TitmouseInc I just lost my streak today due to a diagnosis of meningitis forcing me to be in the hospital if it is possible and no hassle, could you repair it? my username is Fluther_Good",1,2
742,@duolingo @duolingo I’m sorry I lost my 938 day streak! It means a lot to me and I would love to get it back - I had no access to my phone for about 24 hours. May you help me to restore it - my account is ash988177. Thank you!,1,2
743,@duolingo @TitmouseInc We have a cornball company struggling to stay relevant,1,2
744,@duolingo @TitmouseInc https://t.co/U7CYXHzJmk,1,1
745,@duolingo @TitmouseInc I’m 100% ready for this. Opening my Duolingo app to prepare even further.,1,1
746,@duolingo @TitmouseInc Please sybau,1,1
748,@duolingo @TitmouseInc Omg I would be so mad if I had to animate this,1,1
749,@duolingo @TitmouseInc Spiritually Israeli,1,1
750,@duolingo @TitmouseInc https://t.co/25lWIaq2r6,1,1
751,@duolingo @TitmouseInc fix your app and remove the AI,1,1
752,@duolingo @TitmouseInc can you shut up,1,1
753,@duolingo @TitmouseInc tf is this duo i just wanted to extend my streak :( https://t.co/xuJJsvrIKf,1,1
754,@duolingo @TitmouseInc Oh we do have flying cars they just don't think it's profitable yet,1,1
