id2,body,Is_English,like_count
755,@duolingo @TitmouseInc What's Duolingo doing 😭,1,1
756,@duolingo @TitmouseInc Bro no one finds you funny,1,1
757,"@duolingo @TitmouseInc Fuck you every day.
Do you want that everyone erase the app??? https://t.co/2EiVS14i2N",1,1
758,"@duolingo @TitmouseInc You do realize this still doesn’t fix your situation with replacing workers with ai, right.",1,1
759,@duolingo @TitmouseInc Collab with @Fortnite!,1,1
760,@duolingo @TitmouseInc Go fucking bankrupt please,1,1
761,@duolingo @TitmouseInc It is 2025,1,1
762,"@duolingo Hey Duo, I have a confession to make.
I have that ""live caption"" feature in my phone, and I'm using it to cheat in the DuoRadio lessons. I hope you don't mind too much. https://t.co/JZ1GsBk5tr",1,1
763,@duolingo @TitmouseInc We'll also have companies replacing human workers with ai XD,1,1
765,@duolingo @TitmouseInc 🅱️OII SPANISH OR VANISH 😂😂🤣🤣 I HAVE 69 KIDS IN MY 🅱️ASEMENT 🤣🤣😂😂 THE FOG IS COMING 🤣🤣😂😂THE FOG IS COMING 🤣🤣😂😂THE FOG IS COMING 🤣🤣😂😂THE FOG IS COMING 🤣🤣😂😂THE FOG IS COMING 🤣🤣😂😂THE FOG IS COMING 🤣🤣😂😂THE FOG IS COMING 🤣🤣😂😂THE FOG IS COMING 🤣🤣😂,1,1
766,@duolingo @TitmouseInc More Reddit app than Reddit,1,1
767,"@duolingo @TitmouseInc So you wasted resources on that, instead of getting real people to fix the A.I. slop? 🤦‍♂️ Pathetic... worse than the new energy system. The app is now an ad fest, and becoming legendary now requires near perfection - or watch lots of ads. My 1500+ streak will probably die soon.",1,0
768,@duolingo @TitmouseInc Don't make this any weird 😩,1,0
769,@duolingo @TitmouseInc GO BACK TO HEARTS!,1,0
770,@duolingo @TitmouseInc I thought duolingo kicked their employes with ai,1,0
771,@duolingo @TitmouseInc Remember when duolingo laid off all of its employees for ai and made a meme of it,1,0
772,@duolingo @TitmouseInc Was all this ai too?,1,0
773,@duolingo @TitmouseInc Ill rather eat Sulfur than see this garbage,1,0
774,@duolingo @TitmouseInc https://t.co/QQ89KrdBgz,1,0
775,@duolingo @TitmouseInc @duolingo Hi! I received an email claiming to be from your team about a collaboration. Could you please check if it’s real?,1,0
776,@duolingo @TitmouseInc GIVE ME BACK MY HEARTS YOU FUCKING SHIT HEADS,1,0
777,@duolingo @TitmouseInc was this made by ai?,1,0
778,@duolingo @TitmouseInc Can you guys give it a rest you have been dragging the same unfunny joke for the past 5 years,1,0
780,@duolingo @TitmouseInc Delete this,1,0
781,@duolingo @TitmouseInc no one is watching this.,1,0
782,@duolingo @TitmouseInc Are there humans in this one Duolingo?,1,0
783,@duolingo @TitmouseInc How about yall hire ppl to work on the fucking app instead of having AI do dogshit translations?,1,0
784,@duolingo @TitmouseInc DAILY INTRUSIVE THOUGHTS 💚 GREEN OWL $DUOL,1,0
785,@duolingo @TitmouseInc Your team is just a fucking piece of trash,1,0
786,@duolingo @TitmouseInc close the fucking company,1,0
787,@duolingo @TitmouseInc Wait this company is supposed to teach me Greek???,1,0
789,"@duolingo @TitmouseInc I couldn't be happier being invested in this company. The financial performance is one thing, but the sheer marketing creativity is just amazing",1,0
790,@duolingo @TitmouseInc restore my streak pls,1,0
791,"@duolingo @TitmouseInc This is so dumb, just give up! Idc if you keep telling me ""Don't let your flame burn out!"" I gave up learning from you",1,0
792,@duolingo @TitmouseInc You should hire real translators and actors again,1,0
794,"@duolingo @TitmouseInc ""Oh yeah, the kids will love this one!""",1,0
795,@duolingo @TitmouseInc i mean duolingo was always the flying car we just didnt know it yet,1,0
796,@duolingo @TitmouseInc Shut the fuck up holy shit,1,0
797,"@duolingo @TitmouseInc This is the future we deserve, not the one we want. That sailor birdo is nightmare fuel.",1,0
799,@duolingo @TitmouseInc We got POLYGLOT LESBIANS🔥🔥✂️✂️🏳️‍🌈🏳️‍🌈 https://t.co/l9Ygsoi36b,1,2
800,@duolingo @TitmouseInc https://t.co/7s7XzMloq2,1,2
801,"@duolingo @TitmouseInc Good thing there's actual staff working on this anime. Dare to fire them and the whole anime and your site'll get MORE of the backlash it already got, even from me. https://t.co/YdrYKMi7vg",1,2
802,@duolingo @TitmouseInc Worst fucking company of all time,1,2
803,@duolingo @TitmouseInc https://t.co/lpWMHmJYCx,1,1
804,@duolingo @TitmouseInc https://t.co/MNN2lQ2BJE,1,1
805,"@duolingo @TitmouseInc Hello Duolingo! I unfortunately lost my long streak of 443 days because I was entirely focused on preparing for my thesis defense. Is there any chance you could please help me restore it? 
My account username is Lucky_E993. Thank you so much for your consideration! 🦉",1,1
806,"@duolingo @TitmouseInc You niggas are so fuckin corny 

I hope y'all know the joke died years ago",1,1
807,@duolingo @TitmouseInc https://t.co/qiZ2Fk55Uf,1,1
808,"@duolingo @TitmouseInc Pity we don't have
A
FUNCTIONAL
MUSIC
APP
IN
THE
OVERPRICED
MAX
SUBSCRIPTION!!

Duo updated the Android Max music app and turned it into useless garbage

3 updates later, still useless garbage

DUOLINGO translates to:
Ripoff owl gives horrible customer service

F I X!
I T ! ! https://t.co/suWegeKEb8",1,1
809,@duolingo @TitmouseInc Cringe and pathetic. Nobody likes you anymore. You aren't the trendy tiktok darling you used to be. Pathetic downfall,1,1
810,@duolingo @TitmouseInc bro the second slide. oh ma gawsh 😭😂,1,0
811,@duolingo @TitmouseInc nobody fucking likes you,1,0
812,@duolingo @TitmouseInc Hey remember when you deleted your entire TikTok page because you got called out on using AI and then lost any love peopel had for you?,1,0
813,@duolingo @TitmouseInc Ngl this look so butt excepts the last photo I see no potential of this anime it might be ass if they keep doing comedy and be corny if they actually do that Ngl this anime is the there biggest downfall this app AINT for you bud https://t.co/uwBpc6Dmyo,1,0
814,"@duolingo @TitmouseInc Hey, maybe you should STOP FIRING YOUR ACTUAL EMPLOYEES AND REPLACING THEM WITH AI. Maybe then, I'll do my SPANISH LESSONS.",1,0
815,"@duolingo @TitmouseInc Bro the joke was funny 5 years ago, nobody watchin ts",1,0
817,@duolingo @TitmouseInc You’re dried up bitch,1,3
818,"@duolingo @TitmouseInc Yet y’all replaced all your voice actors for AI. 

Not sure how y’all could afford this, probably used AI too.",1,2
819,@duolingo @TitmouseInc hi i just lost my streak cuz i wasn’t on my adhd meds &amp; i lost track of the days pleaseeee can yall restore it for me so i dont give up forever 💔,1,0
820,@duolingo @TitmouseInc Flying cars? Count me in! 🚗💨,1,0
821,@duolingo @TitmouseInc Flying cars? I'm so here for it! 👍,1,0
822,"@duolingo @TitmouseInc Hey @duolingo, how can I reach out? I haven't been able to carry out speaking lessons for a while. What could be the issue?",1,0
823,"@duolingo @duolingo 

Hey Duo! I am user and Super member. Due to sickness, I just lost my 400 day streak. I really valued it to keep me motivated and would hate to lose it. Please help! Account:
turpal-ali28",1,0
825,@duolingo @TitmouseInc delete your app,1,0
826,@duolingo @TitmouseInc They’ll prolly find some way to put ai into ts 🫩,1,0
827,@duolingo @TitmouseInc Why I can't choose the mumber of friend alliance?,1,0
828,@duolingo @TitmouseInc Duolingo did nothing to help my functional Spanish skills. It's better as a vocabulary practice tool than to pearn a whole language. I plan on switching to babbel because it's been what worked for my mom with Brazilian Portuguese.,1,0
829,@duolingo @TitmouseInc Bring back hearts. Energy is shit.,1,0
830,"@duolingo @TitmouseInc Your chess “lessons” are literally just hypothetical scenarios I’ll likely never be in, what an education app, I still don’t know any good openings maybe YouTube would be better lmao",1,0
831,@duolingo @TitmouseInc This shits ass,1,0
835,@Rokai12X caked up with the spirit of learning,1,334
836,@duolingo Duo what is this? 😭😭😭,1,144
838,@duolingo damn i wouldve cared but y'all prioritize AI over humans so i WONT be watching https://t.co/vAHxQH2dbO,1,487
839,@duolingo When you miss one day of your streak 😨 https://t.co/bojjN2ZHV7,1,143
840,"@duolingo Wrong caption. Should be ""Yamete Kudasai"" https://t.co/GNJaGYt7hh",1,126
841,"@duolingo Yeah cool but what about the new energy feature being bullshit? I get perfect lessons and still get punished and can't continue? You really go out of your way to provide a worse service, don't you? (Not you social media person, just the company)",1,53
843,@duolingo OH HECK YEAH,1,1
845,@duolingo When your brand enters its anime era — that’s true global identity🥳,1,0
846,@duolingo It's animated by the Big Mouth people? Joy. https://t.co/cdqwmD1Fvh,1,122
847,"@duolingo I confirm that the new energy point system implemented by Duolingo is a scam. It is an unfair system that penalizes you even if you don't make any mistakes. I think it is designed to discourage non-paying players. After more than 2,000 consecutive days, I am considering giving up https://t.co/iyip2dxBOc",1,110
848,"@duolingo Fuck you and you ""AI is a better teacher"" CEO

Your app is dogshit and no amount of marketing you do will ever change that.

Busy and Babbel blow your bullshit out of the fucking water.

Burn",1,100
849,@duolingo https://t.co/o170AMGIpT,1,73
850,@duolingo You replaced all the language experts with AI for THIS?,1,64
851,@duolingo My Duolingo can't be this cute 😭 https://t.co/r0SYsF9DvA,1,54
852,@duolingo We got a Duolingo anime before GTA VI,1,55
853,@duolingo WHERE ARE THEY????? 😭😭😭 https://t.co/AJsAHytnyy,1,41
854,"@duolingo There’s gonna be a “mysterious disappearance” in the first episode, isn’t there

Or this is gonna be one of those “supposedly helpful but secretly evil companion” tropes",1,38
855,@duolingo 「A Green Bird Sent Me to Another World to Max my Streak」,1,26
856,@duolingo The new 'energy' feature makes your app entirely useless. You have finally managed to make using it so unpleasant that I am leaving.,1,22
857,@duolingo This is not anime,1,22
858,@duolingo That's not anime.,1,21
859,@duolingo Ai slop,1,20
860,@duolingo Nobody asked for this 😂,1,19
861,@duolingo Anything but improving the learning experience🔥🔥🔥🔥🔥,1,18
862,"@duolingo Man what in the hell is the energy? That is absolute trash and im leaving you for it.
""Energy is designed to create a more balanced experience for everyone, and our data shows it helps more learners complete lessons."" MY ASS.",1,18
863,@duolingo https://t.co/A2MQJyc217,1,15
864,"@duolingo Man, this energy update sucks. Please reconsider.",1,14
867,@duolingo OH NO HE'S HOT https://t.co/Ed9Hi4DVOC,1,11
868,"@duolingo Hi @duolingo . Many of us love the AI features in your product. We're worried that OpenAI retiring the stable GPT-4o API will break that experience. Could you, as their partner, ask them to retain a snapshot? It would mean a lot to users trying to keep things reliable. https://t.co/KPOTb9O8km",1,11
870,"@duolingo Fix the app ❌
Make a shiti anime  ✔️",1,8
871,@duolingo HELLO DUOLINGO I AM PROFESSIONAL ANIMATOR PLEASE HIRE ME,1,7
872,"@duolingo Duolingo didn’t switch from hearts to energy to help you learn—it’s a thinly veiled cash grab. By slapping a hard daily limit on lessons, creating artificial scarcity, and dangling unpredictable ways to regain energy, they manufacture anxiety and frustration",1,7
873,@duolingo I was gonna watch it but my Energy ran low unfortunately,1,7
874,@duolingo Cartoon. Not anime,1,7
876,@duolingo I just wanted to brush up on my Spanish. https://t.co/cX4vTmL7YH,1,4
877,"@duolingo How do I say ""WTF"" in Igbo?🤣😭🤣😭 https://t.co/DkyGLMaxNK",1,4
879,@duolingo https://t.co/3FtI8M0poL,1,5
880,@duolingo Please work on more finnish course it has only 2 section,1,5
882,@duolingo U say its free for a week why qorva ja Węgry https://t.co/kYkuq1F3as,1,2
883,"@duolingo Those woke people doing the cultural appropriation that some much cry about it once!

""Anime"": Duolingo
Language: Japanese
Studio: Titmouse
Location: Los Angeles, California https://t.co/FNtnqLMBhn",1,2
884,"@duolingo The new update undermines the Duolingo app's functionality, as it undermines the democratization of access to language learning by preventing users from taking more than one lesson per day without subscribing to the plan. This has stripped away the app's most essential value.",1,3
885,"@duolingo somebody said ""duolingo reached a high with that meme in 2019 and have been chasing it ever since"" and that really does describe the shit they be doing",1,3
886,@duolingo Hyped for the anime! 🎉,1,3
887,"@duolingo Please can you explain the point of this new update of energy bars? It takes almost 20 hours for the bar to get filled up, I can't play any lessons because I stop midway with no energy to continue.
If you want to stop Duolingo from being a free app, do so without the stupid",1,3
888,@duolingo I can already imagine the gooners,1,3
889,"@duolingo Duo, your app is not working. How many people have to report that chess games and lessons are freezing and draining energy before you acknowledge the problem? This is why you are losing subscribers. There's no customer support whatsoever. @duol",1,2
891,"@duolingo Hey, when my microphone is broken and you don't pick up any sound, that doesn't mean I pronounced it wrong. Seriously, this app is a mess.",1,2
892,@duolingo looks like utter shit,1,2
894,@duolingo This is very shocking,1,1
895,@duolingo Lol.,1,1
896,"@duolingo The new energy system is a really agressive measure, i am considering to quit the app too. Hope it get better and let us learn for free, or that they succumb to their greed.

The AI thing is a regrettable thing.",1,1
897,@duolingo invested in 200views,1,1
898,"@duolingo Uhh, what the fuck https://t.co/zx8xzNtS20",1,1
899,@duolingo うそでしょう！え？ほんとうか？,1,1
900,"@duolingo Check your mentions, Duo! 1.5 years of Japanese learning is on the line because of a broken phone. Help a student out? 😭💚",1,1
901,@duolingo Check my recent post please! 🙏,1,1
902,@duolingo I have been waiting 2 weeks on my refund. Stop sending me emails about ghosting me. Just get back to me #refund https://t.co/I3NjWqALnv,1,1
903,@duolingo Haha this is amazing.. tell me what other company is doing something like this. Smart marketing tactic as anime is a huge part of the culture there,1,1
904,"@duolingo Not working Duolingo, I hope you save up my streak https://t.co/EmBqT2V6A8",1,1
906,@duolingo Wasting your time making anime instead of making grammaticallly correct content https://t.co/Bj5JmmnCsI,1,1
907,"@duolingo What’s wrong with your app today? My courses, my profile has all disappeared. Increasing cost of gems didn’t workout well for you?",1,1
908,@duolingo You cooked,1,1
909,@duolingo Cringe,1,1
910,@duolingo Didn't you die last time? Or am I misremembering something here,1,1
912,@duolingo This is so ah 💔💔,1,1
913,"@duolingo Hello Duolingo Team,
I had a 616-day streak, and Duolingo has been a daily habit for me. I’m part of the Top 5% learners.
I’ve attached my 2025 Year in Review screenshot showing my longest streak of 616 days.

Please bring back my streak.
ID duolingo 👇
@FATEME9292",1,1
914,@duolingo …..bruh I’m here trying to learn Spanish and Math more to sharpen my knowledge and skills and YALL JUST GON RELEASE AN ANIME SERIES???????,1,1
915,@duolingo @LikeToBeBossy,1,1
917,@duolingo You have me watching countless ads for energy but you do give the energy to keep playing all these ads are scams to force me to buy super Duolingo I just want to finish my lesson.,1,1
918,@duolingo Omg its the cute and inocent Duo bird! ☺️,1,1
919,"@duolingo Loving being given words to type THAT DONT WORK. Try and spell cake in the app lmao it doesn’t let you type with katakana only with hirigana so explain that one. 

Yet another simple flaw that shouldn’t exist at all in this app yet it does. https://t.co/A1wkV9FfAI",1,1
920,"@duolingo Duolingo loves to put phone calls with lily mid lesson and make her use nothing but words they havnt taught you yet. 

Thats super awesome, there’s NO translation during the conversation and you’re expect to respond to words and phrases that aren’t even in the lesson the call is",1,1
922,"@duolingo Duolingo ruined Duolingo only for more fucking money.

Eat shit, please. https://t.co/TbzVHyOKoC",1,1
923,"@duolingo Back to Duo after some time. The content got pretty better. But the energy stuff, such a horrible feature. I guess profit has finally talked louder.",1,1
924,@duolingo I’d watch but it would probably be ai slop,1,1
925,@duolingo That's nice. Too bad that your new battery system killed it. Just say that Duolingo doesn't stand for free learning anymore. Say it loud. Say it clear. Say it so everyone can hear.,1,1
926,"@duolingo idk if Duolingo with legs is creepy or ""cute""...",1,1
927,"@duolingo What´s up with the maintenance break? I can´t access the leaderboard nor match madness.  Awaiting feedback, thanks",1,1
928,@duolingo English version when,1,1
930,@duolingo Why is Duo becoming a drag queen?   Stop the grooming.,1,1
931,@duolingo This is interesting!,1,0
932,@duolingo https://t.co/R4kbXwZjn7,1,0
933,"@duolingo .

The Cardple’ Character will ALWAYS be wearing the “HAT” &amp; “UNIFORM” of the Occupation or Theme in the Series Game. The Series has a deck of cards (60, 54 Playing Cards &amp; 6 Marker Cards) in the Shape of the Item or Theme needed to win. Each Card Game Series has the same",1,0
934,@duolingo 1 https://t.co/kYKxQIQeXT,1,0
935,@duolingo https://t.co/HaQGBYHgF4,1,0
936,@duolingo Argggghhhhh i’m not mentally ready for this 😭💚💚💚,1,0
937,@duolingo If we can get some diamonds and maybe a 3x boost?!,1,0
938,@duolingo Collab with Fortnite.,1,0
939,@duolingo WHAT DID YOU GUYS DO TO THE MAN IN THE TURBAN 😭😭,1,0
940,@duolingo ❤️❤️❤️,1,0
941,@duolingo https://t.co/UnyH27ocl6,1,0
942,@duolingo 🫩,1,0
943,@duolingo This is all I want to see https://t.co/znlY9g9bjP,1,0
944,@duolingo Was it made by AI too?,1,0
945,@duolingo DROP DUOISH LEARNING I WANNA SPEAK FLUENT DUOISH 😭😭😭🦉,1,0
947,"@duolingo Okay, that's cool, but unironically why should I care?",1,0
948,@duolingo I haven't touched Duolingo for 109 days; I'm too lazy to learn Spanish anymore.,1,0
949,@duolingo No one is watching this shit,1,0
950,"@duolingo Duolingo is in trouble. I give the right answer, but it gets wrong.💔 https://t.co/TAT6BKwGpJ",1,0
951,@duolingo ده بجد !,1,0
952,"@duolingo Hi @duolingo!
I really need your help 💚
I lost my 951-day streak because I couldn’t log in when I didn’t have my phone. 
My Duolingo username is prucovak 
I’ve already started learning again, but it would mean the world to me if you could help restore my old streak 🙏💫",1,0
953,@duolingo دولينقو لا يعمل عندي😭,1,0
954,@duolingo I absolutely love these !! Duo!!! https://t.co/u1z2EUb33E,1,0
955,"@duolingo It's great you are spending money on useless cr@p instead of fixing your stuff. You are having huge issues in the backend and lately, the Android app is also acting funky. Words are cut in Speak exercises. You can't select your weekly quest partner. Broken bonuses. Etc",1,0
957,@duolingo Duolingo got its own anime? https://t.co/f7YrKosRsy,1,0
958,@duolingo When I\nWas doing one of the lessons I noticed the text was off cent,1,0
959,@duolingo MI BOMBO WHERE,1,0
960,@duolingo are those the same voices as those you hear in the japanese course?,1,0
961,"@duolingo Hi
@duolingo
Learning Spanish from Hungarian, but the whole “Words” feature is just… missing. No vocab list, no practice. Pretty impressive for a Premium subscription, even if Hungarian money apparently counts for less... for you... Any plans to actually add vocab tools?",1,0
962,"@duolingo The energy system is trash, go back to hearts. Also, removing the speech only lessons was absolute bullshit.",1,0
963,"@duolingo Hey Duolingo, would it be possible to repair my streak? I lost it a few months ago due losing my phone on holiday. I have send a request through Help center, but never received a response. Username: WatchfulMooner",1,0
964,@duolingo how would you react if i said i did my spanish in spin (yes spin not spain),1,0
965,"@duolingo I have already contacted Apple Support multiple times regarding my Duolingo subscription refund. I also spoke directly with Apple’s senior team by phone, and they clearly confirmed that a refund is absolutely not possible on Apple’s side, even as a one-time exception.",1,0
966,@duolingo Can you guys help me to retrieve my Duolingo account ilovevietnam2023 . I only have 3 days left till my account gets permanently deleted and I accidentally deleted on the 15th Monday December and I need to have my Duolingo account back now I’m worried I’m going to loose my streak,1,0
967,@duolingo What the hell is this?😅,1,0
968,"@duolingo Hello duolingo, been busy lately and lost my around 850 days streak, could you give it back, i won't lose it again? The user is: Claudia168686",1,0
969,@duolingo I have some problems with connection to Duolingo please help me,1,0
970,"@duolingo Sometimes the answer choices are hidden, making it impossible to select the correct answer. I've had to choose the wrong answer to proceed. I've reported this bug three times via the official support page, but it hasn't been fixed. Please share this issue and implement a fix.",1,0
971,"@duolingo Dear Duolingo please repair my streak, I was in the village for three days, and there was no internet. Please. Here is my nickname: @aromastasiii",1,0
972,"@duolingo @duolingo

I was charged for a 1-year Family Plan without receiving the promised renewal notification. Apple refuses to refund and says it’s out of their terms. I want this issue resolved. I’m in Germany and this violates EU consumer protection rules. I need my refund ASAP.",1,0
973,"@duolingo Hello, I have a question about the shock regime. I couldn't extend it through no fault of my own. I live in a city where there is sometimes no internet, and now there was no internet again on November 22. Can you restore my approximately 270 days?",1,0
974,@duolingo https://t.co/f7Jtg9XYph,1,0
975,"@duolingo I've had a 989 day streak, started a lesson at 23:59 and finished at 0:01, but the streak broke. I didn't have a streak freeze at the time but had enough (1686 to be exact) gems to buy it. I'm asking you to restore the streak. Thank you in advance.",1,0
976,"@duolingo Thanks Duo, it never appeared for me, but it said I could recover my streak if I did 6 lessons without failing. I've already recovered my streak, thanks!",1,0
977,@duolingo I do not want to see updates in my feed from users I do not follow,1,0
978,@duolingo 🙏🏻🙏🏻🙏🏻🙏🏻,1,0
979,"@duolingo Please dear Duolingo repair my 466 streak🙏 i wasnt home so i haven't had Access to a phone please repair it🙏 im begging

My nickname is X8nnnd

Please give it back🙏",1,0
980,@duolingo Dear Duolingo please repair my streak i was not home yesterday without my phone so i cant do the lesson please give me my streak back🙏 my nickname @X8nnnd,1,0
981,@duolingo Dear Duolingo please repair my streak i was without my phone on the outside so i cant do lesson. Please repair my streak 🙏,1,0
982,"@duolingo Hey duo, recentley i lost the 327 streak built up by sweat, blood and tears. This streak is the main reason I have stayed consitent this last year. I was almost coming up to my year streak when I tragically lost it. The username is DUlingofanboy56 and account username is PEDERVW.",1,0
983,@duolingo Should i do It? https://t.co/2nfkw83n0p,1,0
986,@duolingo This isn’t anime…. How much AI is in this crap.,1,0
987,"@duolingo Unfortunately, after the app update, it became very bad, and despite contacting you, it was unsuccessful. 

اتمنى حل موضوع فقرة الترجمة تسبب تعليق",1,0
988,@duolingo Fuck you Duolingo,1,0
989,"@duolingo @duolingo can you please repair my streak, I lost it between new challenges 
Username: ettelly",1,0
990,"@duolingo Hi 
My fuolingo is not active 
Please help me!",1,0
991,@duolingo Is anybody having problems with the practice hub on duolingo,1,0
992,"@duolingo Hi @duolingo,
I’ve submitted several support requests about my son’s account Robinsonovnik16 more than 3 weeks ago (no reply yet).
Could someone from your team please check or escalate this? 🙏
last reference codes:
13951285
14027135
14123055
Thank you,
Vladimír",1,0
993,"@duolingo Stupid Energy @duolingo brings our hearts back... we have enough of toddlers Energy at home, no need for Duo Energy.  Just some lovely heart will do.",1,0
994,@duolingo wow,1,0
995,@duolingo Duolingo what's wrong? https://t.co/BqLjUCR5Gi,1,0
997,"@duolingo Hello duo, could you restore my 853 days streak, lost it because i was sleepy and for some reasons the app clossed while i was doing the challange to get it back and i cant find it anymore to do it again, the user is Claudia168686, please restore it, i worked very hard for it.",1,0
998,@duolingo Bro just accept you fell off 😭,1,0
999,"@duolingo you charged my account CAD 154.55!! without reminder for trial period ending!!! and when I write to your customer service AI is responding, you dont have real people working and charging my card. I feel cheated!!",1,0
1000,"@duolingo Please i have been trying to open the app again in my phone but it's saying i don't have internet connection and i do . Mind you,  I have been trying it since last week",1,0
1001,"@duolingo How much did it cost to produce this anime? How much of its creation was trough AI? 

Love it.",1,0
1002,@duolingo Duolingo is scam guys don't go for it again they are just taking money from people they are scam scam scam don't purchase their text again its all scam,1,0
1003,@duolingo Duolingo is scam app people don't go for it again scam scam,1,0
1004,@duolingo tried to create a profile and all my progress went to shit thank you duo lingo,1,0
1005,@duolingo https://t.co/DUxJnJo2Nf,1,0
1007,@duolingo How can I get back into my account. I’ve paid to be a super user and sent so many messages since October with no resolution! It’s saying my account does not exist - It does and I have emails confirming the subscription. Really not happy 😡,1,0
1008,@duolingo What the fuh 😭,1,0
1009,"@duolingo Please, consider  adding the Peartion(farsi) language  to Duolingo",1,0
1010,@duolingo QUE ES ESTO ME ENCANTA,1,0
1011,@duolingo You are an AI-first company https://t.co/covQYiObHu,1,0
1012,@duolingo Question: in the chess expansion of Duolingo do you plan on letting players play against each other??,1,0
1013,"@duolingo Please be so kind and do not show in your commercials a young, obese American woman squeezing mayonnaise on a whole cucumber and biting into it. There are also non US customers here who do not want to get sick when they just came to @duolingo for learning languages. Thank you.",1,0
1014,@duolingo https://t.co/Jw8psmESFT,1,0
1015,@duolingo It is wild that a language learning app can be transformed to anything.,1,0
1016,@duolingo Can you please fix? The letters are too big that they don't fit in the box and are unreadable. https://t.co/ppGB44haXP,1,0
1018,"@duolingo Dear Duo, could you please kindly help me restore my streak! Username is
@wx
.fa5367e0ee24d",1,0
1019,"@duolingo Hi @duolingoUK - with the outage for the internet, and Duolingo is down what happens to our 45 days streak? It is gone😢",1,0
1020,@duolingo i just woke up what.,1,0
1021,@duolingo Why?,1,0
1022,@duolingo Brand recognition📈📈  learning 📈📈 $DUOL 📈📈 $1000!!!,1,0
1023,@duolingo DUO STREAM THE SIN VANISH,1,0
1024,@duolingo Give the characters their own voices back! This is not ok!,1,0
1025,"@duolingo Don't sign up for a paid subscription to Duolingo. They've been terrible for six months now. It's impossible to access the site in the morning, there are constant crashes. And they have no intention of fixing it.",1,0
1026,@duolingo No one has watched Ts 🥀,1,0
1027,@duolingo ill never forgive you for killing beatstar you sick fucks,1,0
1028,@duolingo hmm reminds me for running man animation,1,0
1029,@duolingo this is awesome,1,0
1030,@duolingo Anime is fine; fix league cheaters. No one gets thousands in 1-2 min. It demotivates honest learners; reports to Duolingo ignored.,1,0
1031,"@duolingo duo, I had problems, i didn't use duolingo or other apps faw. now i reopened and saw i lost my ~300 days streak.
I now use my phone but doing a lesson it gave me a 1 days streak, did i lose it?
could you do smth?
my duo nick is ""dioporobe"";
i've 1y of super sub, i thought it kept",1,0
1032,@duolingo 👀,1,0
1033,"@duolingo Wait this is actually insane, we got Duolingo anime before GTA 6",1,0
1035,@duolingo Thank  you for adding Conversations with Lily to the Dutch program on Duolingo Max. She needs improvement but I'm willing to work with her. Please make her available every day. #euolingodutch #dutch https://t.co/9rqXxd6tIT,1,0
1036,@duolingo please repair my streak pleaseeee :(((,1,0
1037,@duolingo This is giving https://t.co/KhGL289Zpw,1,0
1038,@duolingo Kind of a missed opportunity to not let them all talk in different languages.,1,0
1039,@duolingo Grok they are not refunding my subscription money,1,0
1040,@duolingo Kindly refund my subscription money,1,0
1041,@duolingo Look @grok @duolingo  kindly return my money,1,0
1042,"@duolingo Duo, what's the stupid logic behind you take a perfect lesson ending with less energy than when you started it? Are you morons or what?",1,0
1043,@duolingo How can I get help as a subscriber with account issues? Tried email and have not gotten reply.,1,0
1044,@duolingo I Am Absolutely Destroying My Pickle To Lily Bro,1,0
1045,@duolingo 😶‍🌫️ https://t.co/0uSCmyU9v9,1,0
1046,"@duolingo Holy pandering, please go away already",1,0
1047,@duolingo It was inevitable,1,0
1048,@duolingo Why is he dressed like a girl? This app is becoming inappropriate for me to recommend to my students. 😫,1,0
1049,@duolingo I'm going to have a Japanese lesson,1,0
1050,@duolingo https://t.co/jqpOjrdkKX,1,0
1051,@duolingo I don’t understand why you it so many ads up and won’t show the days completed without watching ads and you give no credit for continuing to try and get lessons … a player can’t move forward because of so many ads…. Booo hooo,1,0
1052,"@duolingo the worst aplication of the worl, make a new one because duolingo is a piece of shit",1,0
1053,@duolingo Please add medical terminology in Duolingo,1,0
1055,@duolingo we got duolingo anime before GTA 6,1,0
1056,@duolingo Thats dramatic,1,0
1059,@duolingo Wdym anime this is aggresively french animation,1,0
1060,@duolingo Duo what happens if we don’t watch it?,1,0
1063,"@duolingo チェスや英語、数学は学習しています。
簿記や会計、金融などファイナンス学習も追加してくれたら泣いて喜ぶわ。
ドン引くほど株買ってやるよ。",1,0
1064,@duolingo Duolingo is the best app on the planet rn. Has been for some years tbh. I love what they do!,1,0
1065,"@duolingo I’m finding incorrectly translated words being taught to me in your Japanese section.  Your Japanese section registers flawlessly pronounced words as incorrect 

Should be more focused on making your app actually work right and teach right before making dumb anime’s",1,0
1066,@duolingo Still being told that perfect pronunciations are incorrect during the timed lessons The app try’s to force people to buy gems to get through them by denying a pass during the spoken phrase when you’re very obviously speaking it properly.,1,0
1067,"@duolingo Is it really that hard to make Lily use phrases and words that the app has taught during the lessons completed????? 

90% of what she says I’ve never learned and there IS NO WAY TO TRANSLATE IT DURING THE CALL 

I wish I never paid for this app. it’s obvious they don’t care",1,0
1068,@duolingo Guys stop taking this duolingo English test they are organized scammer you can't imagine I took a test with duolingo in and hotel that cost 50 dollars a night after I conclude with the test waiting for my result after two days this set of fraudulent examiners says my video is mis,1,0
1069,@duolingo @elitonaf,1,0
1072,@duolingo What… is happening?,1,0
1073,@duolingo @BroAJK,1,0
1074,@duolingo WHAT THE HELL DUOLINGO??,1,0
1075,"@duolingo 😭I lost my 100 day + streak coz I broke my phone screen 😭
Please help duo",1,0
